Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Pontificia de Salamanca;iEDUCA;SA-188-12;Registro de Propiedad intelectual ;JAVIER NÓ SÁNCHEZ, FRANCISCO JOSÉ ÁLVAREZ GARCÍA, DAVID NOVOA RUBIO.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de septiembre de 2012;;SI;00/2013/299;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;SugarDroid;SA-112-13;Registro de Propiedad intelectual ;JAVIER CID ARROYO, JULIO CÉSAR CONCHUELA FUMERO, MYRIAM CODES VALCARCEL.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2013;;SI;00/213/3794;;;PROGRAMA DE ORDENADOR. Aplicación para la plataforma móvil Android a través de la cual un usuario que padezca de diabetes pueda llevar una supervisión controlada de la enfermedad para hacer más facil el seguimiento y el proceso de consulta cuando acuda a revisión con su médico especialesta o el personal sanitario.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;SI;;;;;
Pontificia de Salamanca;Control Remoto. Aplicación en Android;SA-137-12;Registro de Propiedad intelectual ;MARIANO RABOSO MATEOS, PEDRO BORREGÓN GONZÁLEZ, PABLO BLANCO RODRÍGUEZ, MARTÍN CANOURA MARTÍNEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/6;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Smartcare;SA-135-12;Registro de Propiedad intelectual ;MANUEL MATÍN-MERINO ACERA, JAVIER PRIETO SANCHÓN, ANA MARÍA CORRAL ZABALLOS.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/4;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Datos Multimedia en Linked Datos Cloud;SA-136-12;Registro de Propiedad intelectual ;ANA MARÍA FERMOSO GARCÍA, JUAN JOSÉ ALONSO SÁNCHEZ, DAVID MARÍN REBOLLEDA, ROBERTO VEGA RUIZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/5;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;EDUCAR;SA-138-12;Registro de Propiedad intelectual ;ALFONSO JOSÉ LÓPEZ RIVERO, RUBÉN AGUILAR BECERRA.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/7;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;iPARLEA;SA-139-12;Registro de Propiedad intelectual ;JOSÉ ÁNGEL DE ARRIBA DE LA FUENTES, RAQUEL MODINO CORRALES, JAVIER CID ARROYO.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/8;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Lets Buy;SA-140-12;Registro de Propiedad intelectual ;JAVIER VELA RAMOS, MANUEL ÁLVAREZ GARCÍA, MONTSERRAT MATEOS SÁNCHEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/9;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;MAR. Asistente de Rehabilitación;SA-141-12;Registro de Propiedad intelectual ;ALBERTO PEDRERO ESTEBAN, ALBERTO MARTÍN GONZÁLEZ, RODRÍGO OLMO RODRÍGUEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/10;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Prototipo de Guía Digital Interactiva para El Diario Marca;SA-142-12;Registro de Propiedad intelectual ;JUAN RAMÓN MARTÍN SAN ROMÁN, RAÚL ÁLVAREZ GONZÁLEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/11;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;G.A.T. Gestión de accidentes de tráfico;SA-143-12;Registro de Propiedad intelectual ;MIGUEL ÁNGEL SÁNCHEZ VIDALES, ENRIQUE HONORATO MORÁN.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/12;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Proyecto Apolo;SA-144-12;Registro de Propiedad intelectual ;ROBERTO BERJÓN GALLINAS, IKER MURIEL NÚÑEZ, JUAN AGUSTÍN RODRÍGUEZ DEL VALLE.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;28 de junio de 2012;;SI;00/2013/13;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Multicore software optimation form support vector machines;SA-143-12;Registro de Propiedad intelectual ;BALDOMERO SÁNCHEZ PÉREZ, MARIANO RABOSO MATEOS.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;26 de octubre de 2012;;SI;00/2013/754;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Aescolapius;SA-145-10;Registro de Propiedad intelectual ;ROBERTO BERJÓN GALLINAS, MONTSERRAT MATEOS SÁNCHEZ, JUAN GREGORIO HERNANDO RIVERO, GABRIEL VILLALARRUBIA GONZÁLEZ, IKER MURIEL NÚÑEZ, ALBERTO LÓPEZ BARRIUSO.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3458;;;"PROGRAMA DE ORDENADOR. Se trata de utilizar un teléfono móvil para controlar una silla de ruedas motorizada. Este control lo podrá ejercer tanto la persona al cargo.
A través de la cámara móvil, se hará un reconocimiento facial de la persona minusválida. Con dicho reconocimiento, la aplicación será capaz de desplazar la silla. Dicha aplicación, también instalada en un dispositivo móvil, se encargará de que la silla se mueva en función a los movimientos del teléfono (movimientos que serán detectados por el acelerómetro del dispositivo). 
discapacitada como la persona ";;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Audioblind;SA-146-10;Registro de Propiedad intelectual ;VIDAL ALONSO SECADES, ROBERTO BERJÓN GALLINAS, JUAN GREGORIO HERNANDO RIVERO, MIGUEL DÍAZ BUSTOS.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3459;"

";;PROGRAMA DE ORDENADOR. Desarrollo de un reproductor de audio para discapacitados visuales. Debido al avance tecnológico de pantallas táctiles y ante las dificultades de accesibilidad a aplicaciones de audio en este sector para personas con problemas visuales, se plantea la creación de un reproductor de audio de fácil uso.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;SCORMmobile;SA-150-10;Registro de Propiedad intelectual ;ANA FERMOSO GARCIA, ALBERTO PEDRERO ESTEBAN, MARTA HERNÁNDEZ MIGUEL, DANIEL EGIDO TURRIÓN, VICTOR BERNAL DANIEL.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3463;;;PROGRAMA DE ORDENADOR. Aplicación para facilitar a los familiares de personas con autismo el poder trabajar con ellos sin limitar el aprendizaje de estas personas a unas determinadas horas del día en un sitio concreto, favoreciendo así una estimulación contínua del niño.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;FImapExtended;SA-148-10;Registro de Propiedad intelectual ;MANUEL MARTÍN-MERINO ACERA, JOSÉ ANTONIO DE LA VARGA ÁVILA, DANIEL SALVADOR MACÍAS, FRANCISCO ESTÉVEZ GARCÍA, ÁNGEL RODRÍGUEZ JUNQUERA.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3461;;;PROGRAMA DE ORDENADOR. Crear una versión del conocido FImap en otra plataforma existente y de gran expansión, añadiendo algunas funcionalidades. El proyecto consiste en un sistema de mapas interactivos para edificios, que provee al usuario de una orientación y de un cálculo de rutas para que pueda guiarse a través de dicho edificio, ofreciendo un listado de tareas más comunes dentro de dicho edificio y la sala en que se realizan habitualmente.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;FROI;SA-142-10;Registro de Propiedad intelectual ;ALBERTO PEDRERO ESTEBAN, ANA FERMOSO GARCÍA, MANUEL DELGADO RUBIO, MARCELINO GARCÍA TEDEJO.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3455;;;PROGRAMA DE ORDENADOR. Propone un sistema de interacción basado en la inteligencia ambiental que permita a una persona invidente (o no) tener acceso a las noticias de actualidad. La idea se basa en utilizar un feed RSS, capaz de publicar artículos a través de la fuente a la que pertenece.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;mobSociety;SA-143-10;Registro de Propiedad intelectual ;JOSÉ ANTONIO DE LA VARGA ÁVILA, MANUEL MARTÍN-MERINO ACERA, MANUEL DELGADO RUBIO, JESÚS SORIA SECO, JESÚS ÁNGEL SÁNCHEZ SÁNZHEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3456;;;PROGRAMA DE ORDENADOR. Desarrollo de una aplicación para móviles que permita conectar a personas que se encuentren dentro del alcance de una señal Wifi.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Pay-manager;SA-144-10;Registro de Propiedad intelectual ;MONTSERRAT MATEOS SÁNCHEZ, MIGUEL ÁNGEL SÁNCHEZ VIDALES, JUAN AGUSTÍN FRAILE NIETO, BENITO MÉNDEZ SÁNCHEZ, ALFONSO GARCÍA BELLOD, ALEJANDRO RIVERO RODRÍGUEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3457;;;PROGRAMA DE ORDENADOR. Sistema de pago de servicios de estacionamiento limitado y de sanciones mucho más cómodo, rápido y eficaz. Permitirá realizar el abono desde cualquier ubicación y con tan sólo un teléfono de cualquiera de esos pagos.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;R3 (Reducir, Reutilizar y Reciclar);SA-149-10;Registro de Propiedad intelectual ;Mª ENCARNACIÓN BEATO GUTIÉRREZ, DOMINGO FERNÁNDEZ GONZÁLEZ, ALBERTO MARTÍN RODRÍGUEZ, ÁNGEL OLIVA MANGAS, RUBÉN PÉREZ GONZÁLEZ, RAMÓN ÁLVAREZ TAPIA.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3462;;;PROGRAMA DE ORDENADOR. Un videojuego para dispositivos móviles que mezcla las virtudes de diversos tipos de juegos para fomentar el reciclaje entre los más jóvenes, enseñándoles las virtudes del reciclaje de un modo lúdico y divertido.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;SAM (Servicios Asistenciales Móviles);SA-147-10;Registro de Propiedad intelectual ;MIGUEL ANGEL SÁNCHEZ VIDALES, Mª ENCARNACIÓN BEATO GUTIERREZ, DANIEL SALVADOR MACÍAS, ALBERTO MARTÍN RODRÍGUEZ, Mª JOSÉ PRAENA GARCÍA.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3460;;;PROGRAMA DE ORDENADOR. Historial médico básico: Muestra la informaciónmédica más relevante del usuario, además de acceder al historial médico completa. Gestionará de forma muy gráfica y sencilla lso tratamientos médicos que sigue el paciente.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;SIDCA;SA-154-10;Registro de Propiedad intelectual ;JAVIER BAJO PÉREZ, VIDAL ALONSO SECADES, MANUEL DELGADO RUBIO, LAURA ÁLVAREZ BAUTISTA, PATRICIA MARTÍN RODILLA, MIGUEL SÁNCHEZ MARCOS.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3465;;;PROGRAMA DE ORDENADOR. Sistema para facilitar la autonomía y cuidado de las personas mayores. Desarrollo de asistentes electrónicos que monitoricen el estado de las personas y puedan proporcionarle recordatorios y consejos de forma sencilla. Ser capaces de detectar accidentes de personas que son propensas a sufrir aparatosas caídas.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Touch English;SA-151-10;Registro de Propiedad intelectual ;DOMINGO FERNÁNDEZ GONZÁLEZ, JAVIER BAJO PÉREZ, ALBERTO MARTÍN RODRÍGUEZ, ROBERTO BOTRÁN GÓMEZ, JULIA GARCÍA LÓPEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";SI;25 de junio de 2010;;SI;00/2011/3464;;;PROGRAMA DE ORDENADOR. Aunar el ámbito de los proyectos sociales y el apoyo a discapacitados, proprcionando una aplicación que permita aprender unas nociones básicas de un idioma elegido en diferentes noveles, tanto para personas mayores como para invidentes.;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
Pontificia de Salamanca;Ruta Fácil;SA-139-09;Registro de Propiedad intelectual ;MIGUEL ANGEL SANCHEZ VIDALES, Mª ENCARNACIÓN BEATO GUTIERREZ, DOMINGO FERNÁNDEZ GONZÁLEZ, IVÁN CASAL ÁLVAREZ, CRISTINA GARCÍA TEDEJO, BEATRIZ PARIENTE MARTÍNEZ, DAVID SÁNCHEZ RODRÍGUEZ.;Universidad Pontificia de Salamanca;"Mayte Gómez Marcos
otc@upsa.es
C/ Compañía, 5. 37002 Salamanca
Universidad Pontificia de Salamanca
";si;25 de junio de 2009;;SI;00/2010/1502;;;PROGRAMA DE ORDENADOR;;33 CIENCIAS TECNOLÓGICAS;;;;;;;;;;;;;;
